요리명,요리재료내용,필수재료
잡채,[재료] 당면| 돼지고기| 시금치| 당근| 파프리카| 양파| 느타리버섯 [양념] 간장| 물엿| 식용유| 참기름| 통깨| 후추| 다진마늘,"당면,돼지고기,시금치,당근,파프리카,양파,느타리버섯"
오이소박이,[재료] 오이 5개| 부추 1단| 소금 5큰술 [양념장] 고춧가루 6큰술| 다진마늘 1큰술| 양파(갈아서) 1개| 까나리액젓 3큰술| 매실액 1큰술| 새우젓(국물만) 4큰술| 잘게썬 홍고추 2개,"오이,부추,소금"
제육볶음,[재료] 돼지고기 앞다리살 600g| 양배추 1줌| 대파 1줌| 다진마늘 1스푼 [양념] 간장 5스푼| 물엿 5스푼| 고춧가루 3스푼| 청양고춧가루 2스푼| 소주 1스푼| 간마늘 1스푼| 간양파 2스푼| 후추 3~4번 톡톡,"돼지고기앞다리살,양배추,대파,다진마늘"
짬뽕,[재료] 오징어| 돼지고기 1 종이컵| 양배추 1 컵사발| 당근 1 종이컵| 호박 1 컵사발| 양파 1 컵사발| 청양 고추 1소주컵| 부추 1 종이컵| 파 [양념] 생강| 후추| 고춧가루| 간장| 소금,"오징어,돼지고기,양배추,당근,호박,양파,청양고추,부추,파"
무생채,[재료] 무(대) 1/2개| 송송썰은 파 3스푼정도 [양념] 다진마늘 1/2스푼| 고춧가루 2스푼| 설탕 1+1/2스푼| 사과식초 2스푼| 소금 1/2스푼| 참기름 약간| 통깨 1/2스푼,"무,송송썰은파"
잡채,[재료] 당면 2묶음(450g)| 부추 1줌| 새송이버섯 2개| 표고버섯 6개| 목이버섯 6개| 당근 1개| 양파 1개| 소금 약간| 간장 약간| 설탕 약간| 올리브유 약간 [당면소스] 간장 1/2컵| 올리고당(또는 물엿) 1컵| 올리브유(또는 식용유) 7큰술,"당면,부추,새송이버섯,표고버섯,목이버섯,당근,양파,소금,간장,설탕,올리브유간장,올리고당,올리브유"
동그랑땡,[필수 재료 ] 돼지고기 다짐육 200g| 달걀 1개| 다진 양파 20g| 다진 당근 20g| 다진 마늘 1T| 으깬 두부 1/2모(250g)| 부침 가루 3T| 소금 약간| 후추 약간| 지퍼 팩 1개,"돼지고기다짐육,달걀,다진양파,다진당근,다진마늘,으깬두부,부침가루,소금,후추,지퍼팩"
두부조림,[재료] 두부 1모| 양파 1/4개 [양념] 간장 3T| 설탕 혹은 올리고당 2T| 고추가루 3T| 새우젓 1/2T| 참기름 1/2T| 깨소금 1/2T| 다진대파 1T| 다진마늘 1/2T| 물 1/2컵,"두부,양파"
제육볶음,[재료] 돼지고기| 양파| 당근| 대파| 청양고추 [양념] 간장| 고추장| 고추가루| 굴소스| 다진마늘| 다진생강| 청주,"돼지고기,양파,당근,대파,청양고추"
순두부찌개,[재료] 돼지고기 다짐육(앞다리살) 3스푼| 달걀 1개| 순두부 1개| 느타리버섯 조금| 팽이버섯 조금| 양파 1스푼| 대파 1스푼| 다진 마늘 1스푼| 고춧가루 1.5스푼| 소금 조금| 간장 1스푼| 설탕 조금| 참기름 1스푼| 물 200ml,"돼지고기다짐육,달걀,순두부,느타리버섯,팽이버섯,양파,대파,다진마늘,고춧가루,소금,간장,설탕,참기름,물"
양념치킨,[재료] 닭 1마리| 튀김가루| 우유| 맛소금| 후추 [양념] 물엿 2.5컵| 케찹 1컵| 간마늘 1컵| 고추가루 1/2컵| 설탕 1컵| 물 1/2컵| 간장 1/2컵| 고추장 1/2컵,"닭,튀김가루,우유,맛소금,후추"
미역줄기볶음,[필수 재료] 미역줄기 1줌(200g)| 양파 1/4개(40g)| 당근 30g [소스 재료] 다진 마늘 1T| 맛술 1T| 참기름 1T| 참깨 1/2T [선택 재료] 진간장 1T,"미역줄기,양파,당근,맛술,참기름,참깨"
감자채볶음,[재료] 감자 2개| 햄| 양파 1/4개 [양념] 소금| 깨소금| 다진마늘| 후춧가루,"감자,햄,양파"
잡채,[재료] 당면 100g| 당근 1/2개| 양파 1/2개.| 시금치 1/2단| 은화고 버섯 3개| 목이버섯 4개| 사각 어묵 1개| 들기름 1/2큰술| 물 1/4컵 [양념장] 간장 6큰술| 설탕 1과1/2큰술| 참기름 1큰술| 다진마늘 1/2큰술| 통깨 1/2큰술 등,"당면,당근,양파,시금치,은화고버섯,목이버섯,사각어묵,들기름,물"
황태구이,[재료] 황태 1마리| 쪽파 조금| 물 1/4컵| 다진마늘 1T| 고추장 2T| 매실액 1/2T| 올리고당 2T| 간장 1T| 참기름 1/2T| 고춧가루 1/2T,"황태,쪽파,물,다진마늘,고추장,매실액,올리고당,간장,참기름,고춧가루"
육개장,[재료] 사태 500g| 양지 500g| 양파 1/2개| 삶은고사리(말린것 60g) 600g| 대파 300g| 양파 1/2개| 숙주 1봉지 [양념] 고춧가루 6Ts| 고추장 1Ts| 소금 1Ts| 마늘 3Ts| 국간장 3Ts,"사태,양지,양파,삶은고사리말린것,대파,양파,숙주"
김치볶음밥,[재료] 밥| 김치| 대파| 마늘| 스팸(베이컨)| 달걀 [양념] 간장| 깨| 소금,"밥,김치,대파,마늘,스팸,달걀"
메추리알장조림,[필수재료] 메추리알 1판(25알)| 꽈리고추 1줌 [메추리알 삶는 재료] 물 4컵| 식초 2큰술| 소금 1/2큰술 [조림장] 설탕 1큰술| 간장 4큰술| 맛술 1큰술| 물 1+1/2큰술| 물엿 1큰술,"메추리알,꽈리고추,식초,소금,간장,맛술,물,물엿"
콩나물무침,[필수재료] 콩나물 2+1/2줌(200g)| 소금 1/3T [양념] 소금 1/4T| 고춧가루 1T| 다진마늘 1/2T| 다진파 1T| 참기름 1+1/2T| 참깨 1T,"콩나물,소금"
떡갈비,[주재료] 소고기다진것 600g| 돼지고기다진것 400g [양념] 간장 7Ts| 설탕 3Ts| 올리고당 2Ts| 참기름 1Ts| 마늘 1Ts| 생강즙 2Ts| 배즙이나 양파즙 혹은 매실청 4Ts| 다진파 2Ts [유장] 참기름 1Ts| 간장 1ts| 꿀 1ts,"소고기다진것,돼지고기다진것"
콩나물국,[재료] 콩나물 130g| 청양고추 1개| 홍고추 1개| 대파 1/6대| 마늘 2알| 멸치 육수 3컵| 소금 약간| 국간장 약간,"콩나물,청양고추,홍고추,대파,마늘,멸치육수,소금,국간장"
전복죽,[필수재료] 전복 3마리| 불린 쌀 1컵| 물 800ml| 참기름 2큰술| 소금 1/4큰술| 참깨 1/4큰술,"전복,불린쌀,물,참기름,소금,참깨"
잡채,[재료] 당면 300g| 당근 1개| 양파 1개| 옐로우 파프리카 1개| 레드 파프리카 1개| 표고버섯 200g| 잡채용 돼지고기 280g| 시금치 1단 [고기양념] 맛술 2스푼| 간장 2스푼| 참기름 1스푼| 마늘 1/2스푼| 후추 조금 [시금치양념] 국간장 1스푼| 참기름 1스푼| 다진마늘 1/3스푼 [당면양념] 간장 6스푼| 설탕 2스푼| 다진마늘 1/2스푼| 참기름 1스푼,"당면,당근,양파,옐로우파프리카,레드파프리카,표고버섯,잡채용돼지고기,시금치,간장,참기름,마늘,후추국간장,참기름,다진마늘,설탕,다진마늘,참기름"
잡채,[재료] 당면(1봉지) 250g | 부추 1줌| 오뎅 1봉지| 느타리버섯 1줌| 양파 1/2개| 당근 약간| 파프리카 1개| 식용유 5수저 [양념] 진간장 100ml| 올리고당 200ml| 참기름 2수저| 깨 약간| 후추 약간| 소금 약간,"당면,부추,오뎅,느타리버섯,양파,당근,파프리카,식용유"
깍두기,[재료] 무 큰것 1개| 굵은 소금 2큰술 [양념] 새우젓 1ts| 고춧가루 5큰술| 매실엑기스 (생략 가능) 1큰술| 멸치액젓 1큰술| 다진 마늘 1큰술| 깨 적당히,"무,굵은소금"
동태찌개,[재료] 동태 1마리| 무 1/3개| 양파 1/2개| 대파 2줄정도(취향껏) [양념] 고추장 1스푼| 된장 1스푼| 다진마늘 1스푼| 고추가루 2스푼| 소금 | 멸치육수,"동태,무,양파,대파"
닭볶음탕,[재료] 생닭 1마리| 감자| 양파| 당근| 청양고추| 홍고추| 대파| 우유 [양념] 간장 11T| 고추장 4T| 고춧가루 2T| 물엿 6T| 다진 마늘 1T| 양파 간것 (생략 가능) 3T,"생닭,감자,양파,당근,청양고추,홍고추,대파,우유"
김치볶음밥,[재료] 김치 100g| 밥 1그릇| 베이컨(또는 햄) 4줄| 대파 1개| 계란 2개| 모짜렐라치즈 30g| 간장 2큰술| 고춧가루 1큰술| 식용유 적당량,"김치,밥,베이컨,대파,계란,모짜렐라치즈,간장,고춧가루,식용유"
깍두기,[깍두기 재료] 무 2개| 천일염 3.5큰술 [풀쑤기] 밀가루 2큰술| 물 200ml [양념만들기] 고춧가루 7큰술| 매실청 3큰술| 사과 1/2쪽| 쪽파 5뿌리| 양파 1/2개| 생강 0.5큰술| 마늘 3큰술| 까나리액젓 2큰술| 새우젓 1큰술| 소금 1큰술,"무,천일염,물,매실청,사과,쪽파,양파,생강,마늘,까나리액젓,새우젓,소금"
제육볶음,[재료] 제육볶음용 돼지고기 600g| 양배추 1/5개| 당근 1/3개| 버섯 1웅큼| 청양 고추 1개| 대파 1뿌리| 양파 1개| 설탕 2T [양념] 고추장 2T| 굴소스 1T| 간장 2T| 다진 마늘 1T| 고춧가루 2T| 올리고당 2T,"제육볶음용돼지고기,양배추,당근,버섯,청양고추,대파,양파,설탕"
잡채,[재료] 당면 300g| 당근 1/2개| 양파 1개| 표고버섯 5개| 시금치 1/2근| 소고기잡채용 200g| 부추 1웅큼| 느타리버섯 국그릇으로 1그릇 [양념] 고기양념 간장8스푼| 청주3스푼| 후추가루 톡톡3번| 참기름1스푼| 설탕1스푼| 매실청1스푼| 다진마늘1스푼| 시금치양념 국간장1스푼| 참기름1스푼| 깨1스푼| 마무리양념 참기름1스푼| 통깨1스푼,"당면,당근,양파,표고버섯,시금치,소고기잡채용,부추,느타리버섯국그릇으로"
콩나물국,[재료] 콩나물 300g| 물 2000ml| 소금 1스푼| 다진마늘 1스푼| 대파 약간 [양념] 고춧가루 1스푼(선택)| 다진마늘 1스푼| 소금 약간,"콩나물,물,소금,다진마늘,대파"
떡꼬치,[재료] 떡| 깨| 오일 [양념] 설탕 1 큰술| 고춧가루 0.5큰술| 고추장 0.5큰술| 물 0.5큰술| 간장 0.5큰술| 마늘 0.5큰술| 올리고당 2.5큰술| 케첩 1큰술,"떡,깨,오일"
감자조림,[재료] 감자(중간크기) 4알 [양념] 간장 3T| 매실액 1T| 식용유 1T| 다진마늘 1/2스푼| 설탕 1T| 물엿(올리고당) 1T| 참기름 취향껏| 통깨 취향껏| 물 1/3C,감자
쫄면,[필수재료] 쫄면 2인분| 콩나물 100g| 오이 1/4개| 당근 1/4개| 깻잎 5장 [양념재료] 고추장 3큰술| 고추가루 3큰술| 간장 1큰술| 식초 3큰술| 설탕 2큰술| 물엿 1큰술| 간마늘 1/2큰술| 참깨 1큰술 [선택재료] 삶은달걀 1/4개,"쫄면,콩나물,오이,당근,깻잎"
두부조림,[재료] 두부 1모| 당근 1토막| 양파 1토막| 대파| 진간장 4스푼| 다진마늘 1/2스푼| 고춧가루 1/2스푼| 참기름 1/2스푼| 설탕 1/2스푼| 부순 깨 1/2스푼,"두부,당근,양파,대파,진간장,다진마늘,고춧가루,참기름,설탕,부순깨"
두부조림,[두부조림 재료] 두부 1모| 양파 1/2개| 대파 1/2대| 청양고추 1개| 홍고추 1/2개 [양념 재료] 진간장 3T| 설탕 1/2T| 고춧가루 1.5T| 연두 1/2T| 물 1컵| 다진 마늘 1T,"두부,양파,대파,청양고추,홍고추,설탕,고춧가루,연두,물,다진마늘"
어묵볶음,[재료] 사각어묵 3장| 양파 1/2개| 당근 약간| 참깨| 식용유 [양념] 고춧가루 1큰술| 간장 1큰술| 참기름 1작은술| 굴소스 1큰술| 올리고당 1+1/2큰술| 다진마늘 1작은술,"사각어묵,양파,당근,참깨,식용유"
제육볶음,[재료] 돼지고기 목살 400g| 애호박 1/3개| 당근 1/2개| 양파 1/2개| 대파 1뿌리| 청양고추 4개| 통깨 조금 [소스] 설탕 1T| 물 1/2컵| 고추장 1/2T| 간 마늘 1T| 고춧가루 2T| 간장 3T| 참기름 약간,"돼지고기목살,애호박,당근,양파,대파,청양고추,통깨설탕,물,고추장,간마늘,고춧가루,간장,참기름"
떡볶이,[재료] 감자 3개| 떡볶이떡 15개| 모짜렐라치즈 원하는만큼| 청(홍)고추 1작은술,"감자,떡볶이떡,모짜렐라치즈,청고추"
콩나물국,[재료] 콩나물 200g| 고추| 대파| 다진마늘 0.5T| 간장 0.5T| 소금 적당히 [육수용] 다시마| 멸치 10마리| 물 9컵,"콩나물,고추,대파,다진마늘,간장,소금다시마,멸치,물"
라면,[재료] 라면| 양파 1/4개| 당근 1토막| 햄(리챔)| 해산물(바지락/건홍합)| 녹차티백| 녹말물| 계란 1| 참기름 [양념] 물 4컵| 굴소스 1큰술| 청주 1큰술| 후추 조금,"라면,양파,당근,햄,해산물,녹차티백,녹말물,계란,참기름"
계란국,[재료] 계란 2개| 다시마 조금| 멸치 조금| 양파 조금| 대파 조금 [양념] 국간장 1T| 다진마늘 0.5T| 새우젓 0.5T| 소금 1T| 참기름 0.5T,"계란,다시마,멸치,양파,대파"
우엉조림,[재료] 우엉 2뿌리| 물 우엉이잠길정도| 식초 5큰술 [양념] 간장 5큰술| 맛술 3큰술| 물엿 2큰술| 설탕 2큰술| 참기름 1큰술| 통깨 1큰술,"우엉,물우엉이잠길정도,식초"
감자조림,[재료] 감자 작은크기 10개 [양념] 간장 1T| 물 2T| 물엿 2T| 마늘 2t,감자
된장찌개,[재료] 두부 1/4모| 호박 1/4개| 양파 1/2개| 표고버섯 2개| 청양고추 2개| 홍고추 1개| 대파 1대| 쌀뜬물 8컵| 무 8조각(0.5센티)  [양념] 된장 1국자| 다진마늘 3큰술| 고춧가루 3큰술,"두부,호박,양파,표고버섯,청양고추,홍고추,대파,쌀뜬물,무"
제육볶음,[재료] 돼지고기 800g| 양파| 당근| 대파 약간| 간장 3T| 다진마늘 2T| 후추가루 약간 [양념] 간장 3T| 고춧가루 7T| 올리고당 6T| 다진마늘 2T| 간 양파 2T| 맛술 1T| 후추가루 약간| 참기름 약간,"돼지고기,양파,당근,대파,간장,다진마늘,후추가루"
애호박볶음,[재료] 애호박 1/2개| 대파 약간| 양파 6분의 1개| 빨강 파프리카 조금 [양념] 소금 약간| 다진 마늘 1/2스푼| 후춧가루 약간| 참기름 1/2스푼| 통깨 1/2스푼,"애호박,대파,양파,빨강파프리카"
막국수,[재료] 메밀국수| 토마토| 닭가슴살통조림| 계란| 오이| 상추 [비빔장] 무 4cm 1토막| 양파 1/3개| 키위 1개| 식초 1/2컵| 설탕 1/2컵| 고춧가루 4큰술| 참기름 4큰술| 멸치액젓 3큰술| 다진마늘 2큰술| 깨 2큰술| 연겨자 1큰술| 고추장 2큰술| 생강즙 1작은술,"메밀국수,토마토,닭가슴살통조림,계란,오이,상추무,양파,키위,식초,설탕,고춧가루,참기름,멸치액젓,다진마늘,깨,연겨자,고추장,생강즙"
감자채볶음,[재료] 감자 4~6개| 양파 1/2개| 당근 20g| 소금 1/2T+1/2t| 후추 약간| 깨 적당히,"감자,양파,당근,소금,후추,깨"
제육볶음,[필수재료] 목살 300g| 대파 10cm 2개| 양파 1/2개| 청양고추 1개| 소면 1인분 [양념재료] 고추장 2T| 고춧가루 2T| 간장 1T| 다진마늘 1T| 설탕 1T| 맛술 2T| 후추 약간,"목살,대파,양파,청양고추,소면"
떡볶이,[재료] 떡볶이 떡 2컵| 사각 어묵 1장| 대파 1/2대| 물 1.5컵| 후춧가루 조금 [양념] 고추장 1+1/2TS| 고춧가루 2TS| 설탕 1TS| 간장 1TS| 물 2TS,"떡볶이떡,사각어묵,대파,물,후춧가루"
닭갈비,[재료] 닭(닭다리살or닭가슴살) 600g| 양배추 2줌| 고구마 1개| 대파 1대| 깻잎 30장| 떡볶이떡 10개| 청양고추 2개| 홍고추 1개 [양념재료] 진간장 1/2컵| 고추장 1/2컵| 고추가루 1/2컵| 맛술 1/2컵| 설탕 1/2컵| 다진마늘 1/2컵| 참기름 1스푼| 후추 3번톡톡,"닭,양배추,고구마,대파,깻잎,떡볶이떡,청양고추,홍고추"
라면,[재료] 라면 1인분| 파 약간| 청양고추 1개 [양념] 라면수프 1/2개| 굴소스 2T| 버터 약간| 마요네즈 취향껏,"라면,파,청양고추"
두부조림,[재료(두부 1모기준)] 두부 1모| 대파 1개| 청양고추 2-3개| 새우젓 2큰술| 고춧가루 2큰술| 국간장 2큰술| 설탕 1/2큰술| 맛술 1/2큰술| 마늘 1/2큰술| 생강 1/2t| 들기름 2큰술| 물 2컵,"재료두부,대파,청양고추,새우젓,고춧가루,국간장,설탕,맛술,마늘,생강,들기름,물"
닭볶음탕,[재료] 닭(손질된거) 1마리| 감자| 당근| 양파 [양념] 고추장 4T| 다진마늘 1T| 고춧가루 4T| 물엿 2T| 간장 5T| 청주 1T| 후추(생략가능) 톡톡| 대파,"닭,감자,당근,양파"
김치찜,[필수재료] 포기김치 500g| 목살 300g| 청양고추 1개| 대파(10cm) 2개 [양념 재료] 소주 1/2병(170ml)| 월계수 잎 2장| 생강가루 1/4T| 다진 마늘 1T| 고춧가루 1T| 물 170ml| 후추 약간,"포기김치,목살,청양고추,대파,월계수잎,생강가루,다진마늘,고춧가루,물,후추"
계란말이,[재료] 계란 4개| 당근(다진거)| 대파(다진거)| 햄(다진거)| 소금,"계란,당근,대파,햄,소금"
수제비,[수제비 반죽] 밀가루 3컵| 물 200ml| 양파(소) 1/2개| 당근 1/2개| 호박 1/2개| 다진마늘 1/3스푼 [멸치육수] 물 2300ml| 다시멸치 10마리| 국간장 3스푼| 소금 1/3스푼,"밀가루,물,양파,당근,호박,다진마늘,다시멸치,국간장,소금"
계란국,[재료] 계란 2개| 양파 1/4개| 다진쪽파 1TS| 멸치| 다시마 [양념] 국간장 1TS| 소금,"계란,양파,다진쪽파,멸치,다시마"
김치찌개,[재료] 돼지고기 350g| 김치 1포기| 설탕 1스푼| 고춧가루 2+1/2스푼| 간장 2+1/2스푼| 된장 1/2스푼| 양파 1/2개| 대파 조금| 다진마늘 1스푼| 청양고추 1개| 새우젓 2스푼| 들기름 약간,"돼지고기,김치,설탕,고춧가루,간장,된장,양파,대파,다진마늘,청양고추,새우젓,들기름"
떡볶이,[재료] 떡볶이 떡 2줌| 어묵 4장| 양배추 1/2통| 무 1/4개| 물 1000ml [양념 재료] 고추장 3T| 고춧가루 2T| 라면 스프 1/2개| 카레가루 3T| 후춧 가루 3T [선택 재료] 시판핫도그,"떡볶이떡,어묵,양배추,무,물,고춧가루,라면스프,카레가루,후춧가루"
두부조림,[재료] 두부 1모| 양파 1/2개| 멸치육수 250ml| 청양고추 1개| 대파 약간 [양념] 다진마늘 1숟갈| 고추가루 1+1/2숟갈| 국간장 1숟갈| 매실청 1숟갈| 생강술 1숟갈| 고추장 1+1/2숟갈| 소금 약간| 후추 약간,"두부,양파,멸치육수,청양고추,대파"
깍두기,[재료] 무(중간 크기) 1개| 파 1/2대| 액젓 3큰술| 소금 1작은술| 고춧가루 3~4큰술| 설탕 1큰술| 다진마늘 1작은술 [양념] 액젓 3큰술| 소금 1작은술| 고춧가루 3~4큰술| 설탕 1큰술| 다진마늘 1작은술,"무,파,액젓,소금,고춧가루,설탕,다진마늘"
닭볶음탕,[재료] 닭 10호 (1kg) 1마리| 감자 2개| 양파 1개| 당근 1/2개| 청 고추 3개| 홍 고추 1개| 대파 1개| 새송이버섯 2개| 표고버섯 4개 [양념] 설탕 3T| 마늘 1T| 간장 1컵 (살짝 모자르게)| 고춧가루 1/2컵| 후추 조금,"닭,감자,양파,당근,청고추,홍고추,대파,새송이버섯,표고버섯"
떡볶이,[재료] 떡| 양파| 파| 비엔나소세지| 식용유 [양념] 고추장| 고춧가루| 다시다| 후추| 설탕| 간장,"떡,양파,파,비엔나소세지,식용유"
육개장,[재료] 소고기 1/2근| 숙주 1/2봉지| 대파 3~4대| 표고 3개| 고사리 1줌| 토란대 1줌 [양념] 마늘 1큰술| 국간장 2큰술| 소금 1큰술| 후추 약간| 참기름 3큰술| 식용유 1큰술| 고춧가루 3큰술,"소고기,숙주,대파,표고,고사리,토란대"
